# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  VALKENBURG
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,    T,   SQ,    Q,   DR,    N
# 
  210,20130113,   14,   60,   50,    6,   10,   72,    0,    0
  210,20130113,   15,   80,   50,    4,   10,   43,    0,    0
  210,20130113,   16,   50,   40,   -9,    2,   10,    0,    0
  210,20130113,   17,   60,   30,  -12,    0,    0,    0,    1
  210,20130113,   18,   60,   30,  -11,    0,    0,    0,    4
  210,20130113,   19,   20,   20,  -12,    0,    0,    0,    8
  210,20130113,   20,   20,   20,  -10,    0,    0,    0,    8
  210,20130113,   21,   30,   30,  -16,    0,    0,    0,    8
  210,20130113,   22,   50,   20,  -24,    0,    0,    0,    0
  210,20130113,   23,   10,   20,  -27,    0,    0,    0,    1
  210,20130113,   24,   20,   20,  -26,    0,    0,    0,    7
  210,20130114,    1,   50,   20,  -25,    0,    0,    0,    6
  210,20130114,    2,    0,   10,  -37,    0,    0,    0,    2
  210,20130114,    3,   70,   10,  -33,    0,    0,    0,    5
  210,20130114,    4,    0,   10,  -43,    0,    0,    0,    7
  210,20130114,    5,   70,   10,  -34,    0,    0,    0,    7
  210,20130114,    6,  220,   10,  -38,    0,    0,    0,    4
  210,20130114,    7,  140,   10,  -36,    0,    0,    0,    0
  210,20130114,    8,  140,   20,  -38,    0,    1,    0,    0
  210,20130114,    9,  150,   20,  -31,    8,   34,    0,    4
  210,20130114,   10,  160,   30,  -24,   10,   56,    0,    0
  210,20130114,   11,  140,   30,  -21,    2,   48,    0,    4
  210,20130114,   12,  130,   30,  -17,    5,   67,    0,    7
  210,20130114,   13,  130,   40,  -16,    0,   40,    0,    7
  210,20130114,   14,  170,   40,  -22,    0,   22,    3,    8
  210,20130114,   15,  140,   30,  -18,    0,   13,    8,    8
  210,20130114,   16,  160,   40,  -12,    0,    5,    8,    8
  210,20130114,   17,  150,   40,  -15,    0,    0,    9,    8
  210,20130114,   18,  150,   40,  -17,    0,    0,    7,    6
  210,20130114,   19,  130,   50,  -22,    0,    0,    0,    8
  210,20130114,   20,  140,   60,  -22,    0,    0,    0,    7
  210,20130114,   21,  130,   50,  -21,    0,    0,    0,    7
  210,20130114,   22,  120,   60,  -23,    0,    0,   10,    8
  210,20130114,   23,  110,   60,  -23,    0,    0,   10,    8
  210,20130114,   24,  110,   70,  -27,    0,    0,   10,    9
  210,20130115,    1,  100,   80,  -24,    0,    0,   10,    8
  210,20130115,    2,  100,   80,  -24,    0,    0,   10,    8
  210,20130115,    3,  100,   70,  -22,    0,    0,    6,    8
  210,20130115,    4,  100,   70,  -22,    0,    0,   10,    8
  210,20130115,    5,   80,   50,  -26,    0,    0,   10,    8
  210,20130115,    6,   70,   50,  -26,    0,    0,   10,    8
  210,20130115,    7,   70,   50,  -24,    0,    0,   10,    8
  210,20130115,    8,   60,   50,  -27,    0,    1,   10,    8
  210,20130115,    9,   80,   50,  -29,    0,   10,    5,    7
  210,20130115,   10,   40,   40,  -25,    0,   30,    0,    7
  210,20130115,   11,   30,   40,  -21,    0,   39,    0,    8
  210,20130115,   12,   50,   50,  -19,    0,   51,    0,    8
  210,20130115,   13,   20,   40,  -17,    7,   69,    0,    7
  210,20130115,   14,   30,   60,  -17,   10,   69,    0,    2
  210,20130115,   15,   20,   50,  -14,   10,   51,    0,    6
  210,20130115,   16,   20,   50,  -20,    3,   16,    0,    7
  210,20130115,   17,   20,   40,  -23,    0,    0,    0,    8
  210,20130115,   18,   20,   40,  -19,    0,    0,    0,    8
  210,20130115,   19,   30,   40,  -23,    0,    0,    0,    8
  210,20130115,   20,   10,   30,  -36,    0,    0,    0,    4
  210,20130115,   21,   20,   30,  -31,    0,    0,    0,    8
  210,20130115,   22,   10,   30,  -36,    0,    0,    0,    8
  210,20130115,   23,  360,   20,  -65,    0,    0,    0,    2
  210,20130115,   24,    0,   10,  -81,    0,    0,    0,    0
  210,20130116,    1,  290,   10,  -99,    0,    0,    0,    0
  210,20130116,    2,  240,   10, -111,    0,    0,    0,    0
  210,20130116,    3,  990,    0, -104,    0,    0,    0,    3
  210,20130116,    4,  270,   10, -117,    0,    0,    0,    9
  210,20130116,    5,    0,   10, -102,    0,    0,    0,    0
  210,20130116,    6,    0,    0, -123,    0,    0,    0,    9
  210,20130116,    7,    0,    0, -121,    0,    0,    0,    9
  210,20130116,    8,   50,    0, -113,    0,    1,    0,    3
  210,20130116,    9,    0,    0, -115,    8,   22,    0,    7
  210,20130116,   10,  320,    0,  -86,   10,   53,    0,    7
  210,20130116,   11,   60,   20,  -30,   10,   81,    0,    0
  210,20130116,   12,   70,   20,  -16,   10,   99,    0,    0
  210,20130116,   13,   40,   20,  -15,   10,  114,    0,    1
  210,20130116,   14,   20,   20,   -6,   10,   93,    0,    8
  210,20130116,   15,   40,   30,  -20,    5,   29,    0,    0
  210,20130116,   16,   30,   20,  -29,    3,   13,    0,    0
  210,20130116,   17,   20,   20,  -47,    0,    0,    0,    0
  210,20130116,   18,   30,   20,  -42,    0,    0,    0,    0
  210,20130116,   19,   50,   20,  -44,    0,    0,    0,    0
  210,20130116,   20,   50,   20,  -49,    0,    0,    0,    0
  210,20130116,   21,    0,   10, -101,    0,    0,    0,    2
  210,20130116,   22,    0,    0, -110,    0,    0,    0,    6
  210,20130116,   23,  130,   10, -105,    0,    0,    0,    7
  210,20130116,   24,  140,   20,  -88,    0,    0,    0,    9
  210,20130117,    1,  130,   20,  -77,    0,    0,    0,    9
  210,20130117,    2,   90,   10,  -73,    0,    0,    0,    9
  210,20130117,    3,    0,   10,  -88,    0,    0,    0,    8
  210,20130117,    4,  110,   10,  -96,    0,    0,    0,    8
  210,20130117,    5,  110,   20,  -58,    0,    0,    0,    8
  210,20130117,    6,    0,   10,  -58,    0,    0,    0,    8
  210,20130117,    7,  990,   10,  -59,    0,    0,    0,    8
  210,20130117,    8,  990,   10,  -54,    0,    1,    0,    8
  210,20130117,    9,  140,   10,  -53,    0,    8,    0,    8
  210,20130117,   10,   90,   20,  -51,    0,   17,    0,    8
  210,20130117,   11,   90,   20,  -54,    0,   25,    0,    8
  210,20130117,   12,  120,   30,  -53,    0,   40,    0,    8
  210,20130117,   13,  150,   20,  -53,    0,   42,    0,    8
  210,20130117,   14,  140,   20,  -58,    0,   35,    0,    8
  210,20130117,   15,  140,   20,  -53,    8,   29,    0,    8
  210,20130117,   16,  130,   20,  -52,    3,    9,    0,    8
  210,20130117,   17,  120,   10,  -54,    0,    0,    0,    8
  210,20130117,   18,  190,   10,  -53,    0,    0,    0,    8
  210,20130117,   19,  130,   10,  -42,    0,    0,    0,    8
  210,20130117,   20,  200,   20,  -46,    0,    0,    0,    8
  210,20130117,   21,  140,   10,  -44,    0,    0,    0,    8
  210,20130117,   22,  200,   10,  -60,    0,    0,    0,    7
  210,20130117,   23,  190,   10,  -50,    0,    0,    0,    8
  210,20130117,   24,    0,   10,  -52,    0,    0,    0,    7
  210,20130118,    1,   80,   20,  -28,    0,    0,    5,    8
  210,20130118,    2,   80,   30,  -23,    0,    0,    0,    8
  210,20130118,    3,   90,   30,  -21,    0,    0,    0,    8
  210,20130118,    4,  100,   30,  -21,    0,    0,    0,    8
  210,20130118,    5,  100,   30,  -21,    0,    0,    0,    8
  210,20130118,    6,  100,   40,  -20,    0,    0,    0,    8
  210,20130118,    7,  110,   40,  -18,    0,    0,    4,    8
  210,20130118,    8,  110,   50,  -18,    0,    0,    0,    8
  210,20130118,    9,  110,   40,  -16,    0,    8,    0,    8
  210,20130118,   10,  110,   50,  -13,    0,   23,    0,    8
  210,20130118,   11,  100,   60,  -11,    0,   40,    0,    8
  210,20130118,   12,  100,   60,  -10,    0,   60,    0,    8
  210,20130118,   13,  100,   70,   -6,    0,   58,    0,    8
  210,20130118,   14,  110,   60,   -6,    0,   34,    0,    8
  210,20130118,   15,  120,   60,   -9,    0,   15,    0,    7
  210,20130118,   16,   90,   50,  -13,    2,    7,    0,    2
  210,20130118,   17,   90,   40,  -18,    0,    0,    0,    7
  210,20130118,   18,   90,   50,  -15,    0,    0,    0,    7
  210,20130118,   19,   90,   50,  -14,    0,    0,    0,    7
  210,20130118,   20,  100,   60,  -11,    0,    0,    0,    7
  210,20130118,   21,  100,   60,  -10,    0,    0,    0,    8
  210,20130118,   22,  100,   70,  -11,    0,    0,    0,    8
  210,20130118,   23,   90,   60,  -16,    0,    0,    0,    8
  210,20130118,   24,   90,   60,  -20,    0,    0,    0,    8
  210,20130119,    1,   80,   60,  -22,    0,    0,    0,    8
  210,20130119,    2,   80,   70,  -24,    0,    0,    0,    8
  210,20130119,    3,   80,   60,  -26,    0,    0,    0,    8
  210,20130119,    4,   80,   70,  -26,    0,    0,    0,    8
  210,20130119,    5,   80,   60,  -28,    0,    0,    0,    8
  210,20130119,    6,   90,   60,  -32,    0,    0,    0,    8
  210,20130119,    7,   90,   70,  -33,    0,    0,    0,    8
  210,20130119,    8,   90,   70,  -34,    0,    1,    0,    8
  210,20130119,    9,   80,   70,  -34,    0,    7,    0,    8
  210,20130119,   10,   80,   60,  -32,    0,   16,    0,    8
  210,20130119,   11,   80,   60,  -37,    0,   15,    0,    8
  210,20130119,   12,   80,   60,  -40,    0,   22,    0,    8
  210,20130119,   13,   90,   60,  -41,    0,   35,    0,    7
  210,20130119,   14,   80,   60,  -43,    2,   42,    0,    3
  210,20130119,   15,   80,   60,  -39,   10,   53,    0,    5
  210,20130119,   16,   80,   60,  -42,    3,   11,    0,    8
  210,20130119,   17,   90,   70,  -43,    0,    0,    0,    8
  210,20130119,   18,   80,   60,  -42,    0,    0,    0,    8
  210,20130119,   19,   90,   60,  -45,    0,    0,    0,    8
  210,20130119,   20,   80,   60,  -46,    0,    0,    0,    8
  210,20130119,   21,   80,   60,  -48,    0,    0,    0,    8
  210,20130119,   22,   80,   60,  -47,    0,    0,    0,    8
  210,20130119,   23,   80,   60,  -48,    0,    0,    0,    8
  210,20130119,   24,   80,   60,  -50,    0,    0,    0,    8
  210,20130120,    1,   80,   70,  -52,    0,    0,    0,    8
  210,20130120,    2,   80,   70,  -54,    0,    0,    0,    8
  210,20130120,    3,   80,   70,  -54,    0,    0,    0,    8
  210,20130120,    4,   80,   60,  -53,    0,    0,    0,    8
  210,20130120,    5,   80,   70,  -54,    0,    0,    0,    8
  210,20130120,    6,   80,   70,  -55,    0,    0,    0,    8
  210,20130120,    7,   80,   70,  -56,    0,    0,    0,    8
  210,20130120,    8,   80,   70,  -57,    0,    1,    0,    8
  210,20130120,    9,   80,   70,  -57,    0,   10,    0,    8
  210,20130120,   10,   70,   70,  -56,    0,   24,    0,    8
  210,20130120,   11,   70,   80,  -55,    2,   53,    0,    7
  210,20130120,   12,   80,   80,  -53,    0,   38,    0,    8
  210,20130120,   13,   80,   80,  -50,    0,   29,    5,    8
  210,20130120,   14,   70,   70,  -48,    0,   20,   10,    8
  210,20130120,   15,   70,   80,  -46,    0,   11,   10,    8
  210,20130120,   16,   80,   70,  -45,    0,    3,   10,    8
  210,20130120,   17,   80,   70,  -42,    0,    0,   10,    8
  210,20130120,   18,   80,   60,  -42,    0,    0,   10,    8
  210,20130120,   19,   90,   60,  -41,    0,    0,    0,    8
  210,20130120,   20,   90,   60,  -39,    0,    0,    0,    8
  210,20130120,   21,   90,   60,  -36,    0,    0,    4,    8
  210,20130120,   22,   90,   50,  -31,    0,    0,   10,    8
  210,20130120,   23,  100,   60,  -25,    0,    0,    0,    8
  210,20130120,   24,  100,   50,  -24,    0,    0,    0,    8
  210,20130121,    1,  110,   50,  -20,    0,    0,    0,    8
  210,20130121,    2,  160,   50,  -23,    0,    0,    5,    8
  210,20130121,    3,  140,   50,  -28,    0,    0,    8,    8
  210,20130121,    4,  130,   40,  -28,    0,    0,    5,    8
  210,20130121,    5,  120,   40,  -29,    0,    0,    8,    8
  210,20130121,    6,  110,   50,  -27,    0,    0,    6,    8
  210,20130121,    7,  120,   50,  -22,    0,    0,    0,    8
  210,20130121,    8,  120,   50,  -20,    0,    0,    0,    8
  210,20130121,    9,  110,   50,  -16,    0,    7,    0,    8
  210,20130121,   10,  120,   50,  -13,    0,   17,    0,    8
  210,20130121,   11,  120,   50,   -9,    0,   24,    0,    8
  210,20130121,   12,  110,   50,   -8,    0,   20,    0,    8
  210,20130121,   13,  100,   40,   -6,    0,   22,    0,    8
  210,20130121,   14,  100,   30,   -5,    0,   24,    0,    8
  210,20130121,   15,  100,   40,   -5,    0,   16,    0,    8
  210,20130121,   16,  100,   40,   -6,    0,    6,    0,    8
  210,20130121,   17,   90,   40,  -12,    0,    0,    0,    8
  210,20130121,   18,   80,   40,  -11,    0,    0,    0,    8
  210,20130121,   19,  100,   40,  -13,    0,    0,    0,    8
  210,20130121,   20,  110,   40,  -13,    0,    0,    0,    8
  210,20130121,   21,  100,   40,  -15,    0,    0,    0,    8
  210,20130121,   22,   80,   40,  -18,    0,    0,    0,    8
  210,20130121,   23,   70,   30,  -22,    0,    0,    0,    8
  210,20130121,   24,   90,   40,  -23,    0,    0,    0,    8
  210,20130122,    1,   90,   30,  -24,    0,    0,    0,    8
  210,20130122,    2,   80,   30,  -25,    0,    0,    0,    8
  210,20130122,    3,  110,   40,  -25,    0,    0,    0,    8
  210,20130122,    4,   90,   30,  -27,    0,    0,    0,    8
  210,20130122,    5,  100,   40,  -26,    0,    0,    0,    8
  210,20130122,    6,   50,   30,  -34,    0,    0,    0,    6
  210,20130122,    7,   80,   30,  -35,    0,    0,    0,    0
  210,20130122,    8,   90,   30,  -33,    0,    2,    0,    5
  210,20130122,    9,   90,   30,  -30,    3,   15,    0,    8
  210,20130122,   10,   80,   40,  -29,    5,   44,    0,    1
  210,20130122,   11,   80,   40,  -28,   10,   75,    0,    0
  210,20130122,   12,   80,   30,  -26,   10,   93,    0,    0
  210,20130122,   13,   70,   30,  -24,   10,   93,    0,    0
  210,20130122,   14,   60,   30,  -27,   10,   74,    0,    0
  210,20130122,   15,   60,   30,  -30,   10,   46,    0,    0
  210,20130122,   16,   80,   20,  -30,    5,   15,    0,    0
  210,20130122,   17,   60,   30,  -46,    0,    0,    0,    0
  210,20130122,   18,   60,   30,  -55,    0,    0,    0,    0
  210,20130122,   19,   70,   20,  -54,    0,    0,    0,    0
  210,20130122,   20,   80,   20,  -55,    0,    0,    0,    0
  210,20130122,   21,   70,   30,  -54,    0,    0,    0,    7
  210,20130122,   22,   70,   20,  -59,    0,    0,    0,    8
  210,20130122,   23,   80,   20,  -59,    0,    0,    0,    7
  210,20130122,   24,   70,   30,  -54,    0,    0,    0,    8
  210,20130123,    1,   80,   30,  -53,    0,    0,    0,    8
  210,20130123,    2,   70,   30,  -53,    0,    0,    0,    8
  210,20130123,    3,   70,   30,  -52,    0,    0,    0,    7
  210,20130123,    4,   70,   30,  -48,    0,    0,    0,    8
  210,20130123,    5,   70,   20,  -60,    0,    0,    0,    1
  210,20130123,    6,   60,   20,  -76,    0,    0,    0,    0
  210,20130123,    7,   70,   20,  -68,    0,    0,    0,    0
  210,20130123,    8,   80,   20,  -68,    0,    1,    0,    0
  210,20130123,    9,   70,   20,  -63,    8,   29,    0,    0
  210,20130123,   10,   70,   30,  -50,   10,   74,    0,    0
  210,20130123,   11,   70,   30,  -38,   10,  112,    0,    7
  210,20130123,   12,   70,   20,  -31,   10,   71,    0,    8
  210,20130123,   13,   60,   30,  -27,    3,   56,    0,    8
  210,20130123,   14,   70,   40,  -25,    3,   51,    0,    8
  210,20130123,   15,   70,   30,  -26,   10,   32,    0,    8
  210,20130123,   16,   70,   30,  -27,    5,   10,    0,    8
  210,20130123,   17,   70,   40,  -30,    0,    0,    0,    8
  210,20130123,   18,   70,   50,  -34,    0,    0,    0,    8
  210,20130123,   19,   90,   50,  -36,    0,    0,    0,    8
  210,20130123,   20,   90,   30,  -37,    0,    0,    0,    8
  210,20130123,   21,   90,   40,  -37,    0,    0,    0,    8
  210,20130123,   22,   90,   30,  -36,    0,    0,    0,    8
  210,20130123,   23,   70,   30,  -34,    0,    0,    0,    8
  210,20130123,   24,   60,   40,  -31,    0,    0,    0,    8
  210,20130124,    1,   60,   40,  -30,    0,    0,    0,    8
  210,20130124,    2,   70,   50,  -28,    0,    0,    0,    8
  210,20130124,    3,   70,   50,  -37,    0,    0,    0,    4
  210,20130124,    4,   70,   40,  -46,    0,    0,    0,    0
  210,20130124,    5,   70,   30,  -51,    0,    0,    0,    4
  210,20130124,    6,   70,   50,  -46,    0,    0,    0,    8
  210,20130124,    7,   80,   40,  -45,    0,    0,    0,    8
  210,20130124,    8,   80,   20,  -48,    0,    1,    0,    7
  210,20130124,    9,   80,   10,  -51,    8,   31,    0,    1
  210,20130124,   10,  110,   20,  -20,   10,   74,    0,    3
  210,20130124,   11,   60,   20,  -13,   10,  102,    0,    6
  210,20130124,   12,   70,   30,   -9,   10,  102,    0,    8
  210,20130124,   13,   40,   20,   -8,    7,   73,    0,    8
  210,20130124,   14,   50,   40,   -8,    3,   55,    0,    8
  210,20130124,   15,   40,   30,  -11,   10,   47,    0,    2
  210,20130124,   16,   30,   30,  -25,    5,   20,    0,    2
  210,20130124,   17,   50,   20,  -34,    0,    0,    0,    0
  210,20130124,   18,  340,   10,  -54,    0,    0,    0,    1
  210,20130124,   19,   70,   10,  -38,    0,    0,    0,    2
  210,20130124,   20,   80,   10,  -66,    0,    0,    0,    5
  210,20130124,   21,   10,   10,  -84,    0,    0,    0,    3
  210,20130124,   22,  130,   10,  -79,    0,    0,    0,    0
  210,20130124,   23,  330,   10,  -92,    0,    0,    0,    0
  210,20130124,   24,    0,   10, -101,    0,    0,    0,    0
  210,20130125,    1,    0,    0, -110,    0,    0,    0,    9
  210,20130125,    2,    0,   10, -120,    0,    0,    0,    2
  210,20130125,    3,  110,   10, -107,    0,    0,    0,    1
  210,20130125,    4,  190,   10, -115,    0,    0,    0,    0
  210,20130125,    5,  160,   10,  -91,    0,    0,    0,    0
  210,20130125,    6,  150,   10, -108,    0,    0,    0,    0
  210,20130125,    7,  100,   10, -111,    0,    0,    0,    4
  210,20130125,    8,    0,    0, -125,    0,    2,    0,    9
  210,20130125,    9,  150,   10, -112,    8,   29,    0,    3
