# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/klimatologie/onderzoeksgegevens/homogeen_260/index.html> of de Centraal Nederland Temperatuur <http://www.knmi.nl/klimatologie/onderzoeksgegevens/CNT/>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.430       52.171      -0.20  VALKENBURG
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# DD       = Windrichting (in graden) gemiddeld over de laatste 10 minuten van het afgelopen uur (360=noord, 90=oost, 180=zuid, 270=west, 0=windstil 990=veranderlijk. Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# FH       = Uurgemiddelde windsnelheid (in 0.1 m/s). Zie http://www.knmi.nl/kennis-en-datacentrum/achtergrond/klimatologische-brochures-en-boeken; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# SQ       = Duur van de zonneschijn (in 0.1 uren) per uurvak, berekend uit globale straling  (-1 for <0.05 uur); 
# Q        = Globale straling (in J/cm2) per uurvak; 
# DR       = Duur van de neerslag (in 0.1 uur) per uurvak; 
# N        = Bewolking (bedekkingsgraad van de bovenlucht in achtsten), tijdens de waarneming (9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   HH,   DD,   FH,    T,   SQ,    Q,   DR,    N
# 
  210,20121227,    2,  250,  100,   85,    0,    0,    0,    0
  210,20121227,    3,  250,  100,   83,    0,    0,    0,    0
  210,20121227,    4,  240,  100,   82,    0,    0,    0,    1
  210,20121227,    5,  240,   90,   80,    0,    0,    0,    5
  210,20121227,    6,  240,   80,   81,    0,    0,    0,    8
  210,20121227,    7,  240,   80,   81,    0,    0,    0,    7
  210,20121227,    8,  230,   80,   84,    0,    1,    0,    1
  210,20121227,    9,  230,   80,   86,    5,   15,    0,    2
  210,20121227,   10,  210,   60,   82,    5,   28,    0,    7
  210,20121227,   11,  220,   50,   83,    0,   23,    0,    8
  210,20121227,   12,  210,   30,   85,    0,   17,    0,    8
  210,20121227,   13,  220,   30,   83,    0,   14,    0,    8
  210,20121227,   14,  260,   20,   78,    0,    7,   10,    8
  210,20121227,   15,  260,   10,   75,    0,    4,   10,    8
  210,20121227,   16,  300,   20,   71,    0,    1,    7,    8
  210,20121227,   17,  330,   30,   70,    0,    0,    7,    8
  210,20121227,   18,  350,   30,   73,    0,    0,    0,    8
  210,20121227,   19,  350,   40,   69,    0,    0,    0,    7
  210,20121227,   20,  350,   30,   65,    0,    0,    0,    1
  210,20121227,   21,   10,   20,   60,    0,    0,    0,    7
  210,20121227,   22,   50,   20,   59,    0,    0,    0,    8
  210,20121227,   23,   70,   20,   58,    0,    0,    0,    8
  210,20121227,   24,   90,   10,   57,    0,    0,    0,    8
  210,20121228,    1,   80,   20,   53,    0,    0,    0,    8
  210,20121228,    2,   90,   20,   56,    0,    0,    0,    8
  210,20121228,    3,   80,   20,   54,    0,    0,    0,    8
  210,20121228,    4,  120,   20,   53,    0,    0,    0,    8
  210,20121228,    5,  120,   30,   51,    0,    0,    0,    8
  210,20121228,    6,  130,   40,   48,    0,    0,    0,    8
  210,20121228,    7,  150,   40,   50,    0,    0,    0,    8
  210,20121228,    8,  140,   40,   49,    0,    1,    0,    8
  210,20121228,    9,  150,   30,   57,    2,    9,    0,    8
  210,20121228,   10,  170,   40,   66,    7,   31,    0,    7
  210,20121228,   11,  180,   60,   70,    0,   30,    0,    8
  210,20121228,   12,  180,   60,   69,    0,   21,    5,    8
  210,20121228,   13,  170,   60,   69,    0,   15,   10,    8
  210,20121228,   14,  180,   80,   73,    0,    7,   10,    8
  210,20121228,   15,  180,   80,   76,    0,    3,   10,    8
  210,20121228,   16,  190,   80,   82,    0,    0,    0,    8
  210,20121228,   17,  200,   70,   88,    0,    0,    2,    8
  210,20121228,   18,  200,   70,   96,    0,    0,    0,    8
  210,20121228,   19,  200,   70,   99,    0,    0,    0,    8
  210,20121228,   20,  200,   70,  102,    0,    0,    0,    8
  210,20121228,   21,  200,   70,  107,    0,    0,    0,    8
  210,20121228,   22,  200,   70,  106,    0,    0,    1,    8
  210,20121228,   23,  200,   70,  109,    0,    0,    0,    8
  210,20121228,   24,  200,   80,  112,    0,    0,    1,    8
  210,20121229,    1,  200,   70,  108,    0,    0,    0,    8
  210,20121229,    2,  200,   80,  108,    0,    0,    0,    8
  210,20121229,    3,  200,   70,  110,    0,    0,    0,    8
  210,20121229,    4,  200,   80,  109,    0,    0,    0,    8
  210,20121229,    5,  190,   80,  112,    0,    0,    0,    8
  210,20121229,    6,  200,   80,  111,    0,    0,    0,    8
  210,20121229,    7,  190,   90,  110,    0,    0,    0,    8
  210,20121229,    8,  190,   90,  107,    0,    0,    0,    3
  210,20121229,    9,  190,   80,  109,    0,    4,    0,    8
  210,20121229,   10,  180,   80,  109,    0,   21,    0,    8
  210,20121229,   11,  180,   90,  114,    2,   49,    0,    3
  210,20121229,   12,  170,  100,  118,   10,   86,    0,    0
  210,20121229,   13,  170,  100,  119,   10,   72,    0,    0
  210,20121229,   14,  170,   90,  118,   10,   58,    0,    0
  210,20121229,   15,  180,   90,  117,    5,   17,    0,    5
  210,20121229,   16,  190,   90,  120,    0,    3,    0,    6
  210,20121229,   17,  190,   90,  118,    0,    0,    0,    8
  210,20121229,   18,  190,  100,  119,    0,    0,    0,    8
  210,20121229,   19,  200,  100,  119,    0,    0,    0,    8
  210,20121229,   20,  220,  100,  107,    0,    0,    0,    7
  210,20121229,   21,  230,  100,  100,    0,    0,    0,    7
  210,20121229,   22,  220,  100,   99,    0,    0,    0,    5
  210,20121229,   23,  220,  100,   95,    0,    0,    0,    8
  210,20121229,   24,  210,   90,   92,    0,    0,    0,    7
  210,20121230,    1,  220,   90,   87,    0,    0,    2,    8
  210,20121230,    2,  210,   90,   82,    0,    0,    0,    3
  210,20121230,    3,  220,  100,   74,    0,    0,    3,    7
  210,20121230,    4,  220,  100,   73,    0,    0,    0,    7
  210,20121230,    5,  220,  100,   70,    0,    0,    0,    3
  210,20121230,    6,  220,  100,   70,    0,    0,    1,    6
  210,20121230,    7,  230,   80,   73,    0,    0,    0,    5
  210,20121230,    8,  230,   90,   76,    0,    0,    0,    7
  210,20121230,    9,  220,   70,   71,    0,    6,    0,    7
  210,20121230,   10,  230,   90,   80,    2,   23,    0,    3
  210,20121230,   11,  230,  100,   85,    8,   59,    0,    7
  210,20121230,   12,  240,  110,   87,    5,   54,    0,    6
  210,20121230,   13,  240,  110,   88,    5,   55,    0,    7
  210,20121230,   14,  230,  100,   86,    5,   34,    0,    6
  210,20121230,   15,  230,  100,   87,    2,   13,    0,    7
  210,20121230,   16,  240,   90,   84,    0,    2,    0,    3
  210,20121230,   17,  240,  100,   86,    0,    0,    0,    4
  210,20121230,   18,  230,  100,   90,    0,    0,    0,    6
  210,20121230,   19,  230,  120,   94,    0,    0,    0,    7
  210,20121230,   20,  230,  110,   94,    0,    0,    0,    8
  210,20121230,   21,  230,  120,   96,    0,    0,    0,    8
  210,20121230,   22,  230,  120,   97,    0,    0,    0,    2
  210,20121230,   23,  220,  120,   96,    0,    0,    0,    7
  210,20121230,   24,  220,  120,   97,    0,    0,    0,    6
  210,20121231,    1,  220,  130,   99,    0,    0,    0,    8
  210,20121231,    2,  220,  130,   99,    0,    0,    0,    8
  210,20121231,    3,  220,  130,  100,    0,    0,    0,    8
  210,20121231,    4,  220,  120,   98,    0,    0,    0,    7
  210,20121231,    5,  220,  110,   95,    0,    0,    0,    7
  210,20121231,    6,  210,  100,   91,    0,    0,    0,    5
  210,20121231,    7,  210,   90,   90,    0,    0,    0,    8
  210,20121231,    8,  200,   90,   89,    0,    0,    0,    8
  210,20121231,    9,  210,   90,   92,    0,    8,    0,    8
  210,20121231,   10,  200,  100,   92,    0,   17,    0,    8
  210,20121231,   11,  200,  100,   94,    0,   20,    0,    8
  210,20121231,   12,  200,  100,   98,    0,   20,    0,    8
  210,20121231,   13,  200,   90,  102,    0,   14,    0,    8
  210,20121231,   14,  200,  100,  102,    0,    9,    0,    8
  210,20121231,   15,  200,  110,  103,    0,    9,    0,    8
  210,20121231,   16,  200,  110,  105,    0,    1,    0,    8
  210,20121231,   17,  200,  110,   98,    0,    0,    6,    8
  210,20121231,   18,  190,  110,   98,    0,    0,   10,    8
  210,20121231,   19,  200,  110,   96,    0,    0,   10,    8
  210,20121231,   20,  200,  110,   97,    0,    0,   10,    8
  210,20121231,   21,  210,  110,   99,    0,    0,   10,    8
  210,20121231,   22,  210,  110,   95,    0,    0,   10,    8
  210,20121231,   23,  210,   90,   94,    0,    0,   10,    8
  210,20121231,   24,  210,  100,   92,    0,    0,   10,    8
  210,20130101,    1,  210,   80,   91,    0,    0,   10,    8
  210,20130101,    2,  220,   70,   88,    0,    0,    5,    8
  210,20130101,    3,  230,   80,   93,    0,    0,    7,    8
  210,20130101,    4,  240,   60,   93,    0,    0,    0,    8
  210,20130101,    5,  250,   50,   90,    0,    0,    1,    8
  210,20130101,    6,  280,   40,   80,    0,    0,    6,    8
  210,20130101,    7,  270,   30,   78,    0,    0,    7,    8
  210,20130101,    8,  270,   30,   78,    0,    0,    8,    8
  210,20130101,    9,  310,   60,   67,    0,    1,   10,    8
  210,20130101,   10,  310,   40,   74,    0,   12,    2,    7
  210,20130101,   11,  300,   70,   73,    0,   26,    0,    7
  210,20130101,   12,  280,   70,   74,    5,   54,    0,    3
  210,20130101,   13,  280,   70,   75,    8,   74,    0,    5
  210,20130101,   14,  280,   70,   70,    8,   46,    0,    6
  210,20130101,   15,  270,   70,   64,    8,   26,    0,    3
  210,20130101,   16,  270,   60,   59,    0,    3,    0,    1
  210,20130101,   17,  270,   70,   66,    0,    0,    0,    4
  210,20130101,   18,  280,   70,   66,    0,    0,    0,    7
  210,20130101,   19,  260,   70,   68,    0,    0,    0,    7
  210,20130101,   20,  270,   70,   70,    0,    0,    0,    8
  210,20130101,   21,  270,   80,   74,    0,    0,    0,    8
  210,20130101,   22,  270,   80,   70,    0,    0,    0,    8
  210,20130101,   23,  290,   80,   71,    0,    0,    3,    8
  210,20130101,   24,  290,   70,   73,    0,    0,    0,    7
  210,20130102,    1,  300,   60,   72,    0,    0,    0,    8
  210,20130102,    2,  290,   60,   72,    0,    0,    0,    7
  210,20130102,    3,  290,   60,   69,    0,    0,    0,    6
  210,20130102,    4,  280,   60,   67,    0,    0,    0,    5
  210,20130102,    5,  290,   50,   66,    0,    0,    0,    1
  210,20130102,    6,  280,   50,   63,    0,    0,    0,    0
  210,20130102,    7,  280,   40,   60,    0,    0,    0,    1
  210,20130102,    8,  280,   40,   64,    0,    0,    0,    2
  210,20130102,    9,  270,   40,   64,    7,   13,    0,    2
  210,20130102,   10,  250,   40,   76,    8,   42,    0,    2
  210,20130102,   11,  250,   50,   75,    3,   47,    0,    5
  210,20130102,   12,  240,   50,   77,    2,   50,    0,    5
  210,20130102,   13,  250,   60,   79,    8,   63,    0,    2
  210,20130102,   14,  250,   60,   78,    3,   34,    0,    5
  210,20130102,   15,  240,   70,   76,    0,   12,    0,    7
  210,20130102,   16,  250,   70,   76,    0,    2,    0,    8
  210,20130102,   17,  240,   60,   76,    0,    0,    0,    8
  210,20130102,   18,  220,   60,   79,    0,    0,    0,    8
  210,20130102,   19,  220,   70,   77,    0,    0,    0,    8
  210,20130102,   20,  220,   70,   75,    0,    0,    0,    8
  210,20130102,   21,  210,   70,   75,    0,    0,    0,    8
  210,20130102,   22,  220,   70,   77,    0,    0,    0,    8
  210,20130102,   23,  230,   70,   83,    0,    0,   10,    8
  210,20130102,   24,  230,   70,   89,    0,    0,    6,    8
  210,20130103,    1,  230,   70,   95,    0,    0,    3,    8
  210,20130103,    2,  240,   90,   96,    0,    0,    0,    8
  210,20130103,    3,  250,   80,   96,    0,    0,    0,    8
  210,20130103,    4,  240,   80,  100,    0,    0,    0,    8
  210,20130103,    5,  240,   80,   99,    0,    0,    0,    8
  210,20130103,    6,  240,   90,  100,    0,    0,    0,    8
  210,20130103,    7,  240,   80,  101,    0,    0,    0,    8
  210,20130103,    8,  240,   80,  102,    0,    0,    0,    8
  210,20130103,    9,  240,   80,  101,    0,    4,    0,    8
  210,20130103,   10,  250,   70,  104,    2,   24,    0,    7
  210,20130103,   11,  250,   80,  104,    2,   41,    0,    5
  210,20130103,   12,  250,   80,  112,    8,   76,    0,    1
  210,20130103,   13,  250,   80,  106,    8,   61,    0,    8
  210,20130103,   14,  250,   80,  103,   10,   56,    0,    7
  210,20130103,   15,  250,   80,   95,    7,   18,    0,    8
  210,20130103,   16,  250,   70,   93,    0,    3,    0,    6
  210,20130103,   17,  250,   70,   94,    0,    0,    0,    7
  210,20130103,   18,  260,   70,   91,    0,    0,    0,    4
  210,20130103,   19,  260,   70,   92,    0,    0,    0,    8
  210,20130103,   20,  250,   70,   91,    0,    0,    0,    3
  210,20130103,   21,  250,   70,   94,    0,    0,    0,    8
  210,20130103,   22,  250,   60,   93,    0,    0,    0,    8
  210,20130103,   23,  250,   70,   95,    0,    0,    0,    8
  210,20130103,   24,  240,   70,   95,    0,    0,    0,    8
  210,20130104,    1,  250,   70,   96,    0,    0,    0,    8
  210,20130104,    2,  250,   70,   96,    0,    0,    0,    8
  210,20130104,    3,  250,   70,   94,    0,    0,    0,    8
  210,20130104,    4,  250,   70,   92,    0,    0,    0,    8
  210,20130104,    5,  250,   60,   91,    0,    0,    0,    8
  210,20130104,    6,  270,   70,   89,    0,    0,    0,    8
  210,20130104,    7,  270,   60,   88,    0,    0,    0,    8
  210,20130104,    8,  270,   60,   88,    0,    0,    0,    8
  210,20130104,    9,  260,   50,   89,    0,    4,    0,    8
  210,20130104,   10,  250,   50,   91,    0,   19,    0,    7
  210,20130104,   11,  250,   60,   94,    0,   36,    0,    8
  210,20130104,   12,  260,   60,   92,    0,   27,    0,    8
  210,20130104,   13,  260,   50,   92,    0,   12,    0,    8
  210,20130104,   14,  260,   40,   88,    0,    6,    0,    8
  210,20130104,   15,  260,   50,   87,    0,    2,    0,    8
  210,20130104,   16,  270,   50,   89,    0,    1,    0,    8
  210,20130104,   17,  270,   50,   85,    0,    0,    0,    8
  210,20130104,   18,  280,   50,   86,    0,    0,    0,    8
  210,20130104,   19,  280,   40,   85,    0,    0,    0,    8
  210,20130104,   20,  290,   40,   85,    0,    0,    0,    8
  210,20130104,   21,  290,   30,   83,    0,    0,    0,    8
  210,20130104,   22,  280,   40,   82,    0,    0,    5,    8
  210,20130104,   23,  290,   30,   81,    0,    0,    5,    8
  210,20130104,   24,  290,   40,   84,    0,    0,    0,    8
  210,20130105,    1,  260,   40,   83,    0,    0,    0,    8
  210,20130105,    2,  260,   30,   83,    0,    0,    0,    8
  210,20130105,    3,  270,   30,   82,    0,    0,    0,    8
  210,20130105,    4,  280,   40,   84,    0,    0,    0,    8
  210,20130105,    5,  280,   50,   84,    0,    0,    0,    8
  210,20130105,    6,  280,   50,   84,    0,    0,    0,    8
  210,20130105,    7,  290,   50,   85,    0,    0,    0,    8
  210,20130105,    8,  290,   40,   84,    0,    0,    0,    8
  210,20130105,    9,  280,   30,   83,    0,    3,    0,    8
  210,20130105,   10,  270,   40,   81,    0,    5,    0,    8
  210,20130105,   11,  270,   50,   80,    0,    9,    0,    8
  210,20130105,   12,  270,   40,   77,    0,    7,    0,    8
  210,20130105,   13,  280,   40,   77,    0,    8,    0,    8
  210,20130105,   14,  280,   40,   76,    0,    7,    6,    8
  210,20130105,   15,  280,   40,   76,    0,    3,    0,    8
  210,20130105,   16,  220,   20,   75,    0,    1,    0,    8
  210,20130105,   17,  200,   20,   77,    0,    0,    0,    8
  210,20130105,   18,  210,   20,   80,    0,    0,    0,    8
  210,20130105,   19,  230,   30,   81,    0,    0,    0,    8
  210,20130105,   20,  240,   40,   82,    0,    0,    0,    8
  210,20130105,   21,  250,   60,   84,    0,    0,    0,    8
  210,20130105,   22,  250,   40,   88,    0,    0,    0,    8
  210,20130105,   23,  250,   40,   87,    0,    0,    0,    8
  210,20130105,   24,  260,   50,   89,    0,    0,    0,    8
  210,20130106,    1,  250,   50,   80,    0,    0,    0,    1
  210,20130106,    2,  260,   50,   79,    0,    0,    0,    6
  210,20130106,    3,  270,   40,   75,    0,    0,    0,    1
  210,20130106,    4,  270,   50,   78,    0,    0,    0,    2
  210,20130106,    5,  270,   40,   73,    0,    0,    0,    1
  210,20130106,    6,  270,   40,   80,    0,    0,    0,    7
  210,20130106,    7,  280,   50,   83,    0,    0,    0,    8
  210,20130106,    8,  290,   50,   85,    0,    0,    0,    8
  210,20130106,    9,  300,   40,   80,    2,    8,    0,    1
  210,20130106,   10,  290,   40,   89,    7,   37,    0,    0
  210,20130106,   11,  290,   40,   95,   10,   73,    0,    0
  210,20130106,   12,  300,   40,   97,   10,   79,    0,    0
  210,20130106,   13,  300,   30,   95,   10,   70,    0,    0
  210,20130106,   14,  280,   30,   92,   10,   60,    0,    2
  210,20130106,   15,  290,   40,   82,   10,   26,    0,    1
  210,20130106,   16,  270,   30,   69,    0,    4,    0,    0
  210,20130106,   17,  280,   20,   63,    0,    0,    0,    4
  210,20130106,   18,  260,   20,   63,    0,    0,    0,    9
  210,20130106,   19,  250,   20,   71,    0,    0,    0,    9
  210,20130106,   20,  230,   20,   65,    0,    0,    0,    9
  210,20130106,   21,  250,   30,   77,    0,    0,    0,    8
  210,20130106,   22,  250,   50,   70,    0,    0,    0,    8
  210,20130106,   23,  250,   50,   72,    0,    0,    0,    7
  210,20130106,   24,  230,   40,   74,    0,    0,    0,    8
  210,20130107,    1,  230,   30,   78,    0,    0,    0,    8
  210,20130107,    2,  230,   30,   80,    0,    0,    0,    8
  210,20130107,    3,  260,   40,   78,    0,    0,    0,    8
  210,20130107,    4,  230,   20,   77,    0,    0,    0,    8
  210,20130107,    5,  230,   20,   78,    0,    0,    0,    8
  210,20130107,    6,  220,   20,   78,    0,    0,    0,    8
  210,20130107,    7,  210,   30,   80,    0,    0,    0,    8
  210,20130107,    8,  240,   30,   82,    0,    0,    0,    7
  210,20130107,    9,  230,   50,   80,    0,    2,    0,    8
  210,20130107,   10,  230,   40,   81,    0,    7,    0,    8
  210,20130107,   11,  230,   40,   81,    0,   10,    0,    8
  210,20130107,   12,  250,   60,   74,    0,    8,    0,    8
  210,20130107,   13,  220,   60,   72,    0,   12,    0,    8
  210,20130107,   14,  220,   50,   73,    0,   10,    0,    8
  210,20130107,   15,  210,   40,   68,    0,    4,    0,    8
  210,20130107,   16,  210,   40,   66,    0,    2,    0,    8
  210,20130107,   17,  210,   40,   65,    0,    0,    0,    8
  210,20130107,   18,  210,   40,   65,    0,    0,    0,    8
  210,20130107,   19,  200,   40,   61,    0,    0,   10,    8
  210,20130107,   20,  210,   40,   62,    0,    0,   10,    8
  210,20130107,   21,  210,   40,   62,    0,    0,    0,    8
  210,20130107,   22,  220,   50,   63,    0,    0,    0,    8
  210,20130107,   23,  220,   50,   64,    0,    0,    0,    8
  210,20130107,   24,  220,   50,   64,    0,    0,    0,    8
  210,20130108,    1,  220,   50,   64,    0,    0,    0,    8
  210,20130108,    2,  220,   50,   65,    0,    0,    0,    8
  210,20130108,    3,  220,   40,   67,    0,    0,    0,    8
  210,20130108,    4,  220,   50,   71,    0,    0,    0,    8
  210,20130108,    5,  220,   50,   72,    0,    0,    0,    8
  210,20130108,    6,  220,   50,   77,    0,    0,    0,    8
  210,20130108,    7,  220,   50,   77,    0,    0,    0,    8
  210,20130108,    8,  220,   50,   81,    0,    0,    0,    8
  210,20130108,    9,  230,   60,   85,    0,    5,    0,    8
  210,20130108,   10,  230,   70,   86,    0,   13,    0,    8
  210,20130108,   11,  230,   70,   87,    0,   18,    0,    8
  210,20130108,   12,  240,   70,   87,    0,   22,    0,    8
  210,20130108,   13,  240,   70,   86,    0,   14,    0,    8
  210,20130108,   14,  240,   80,   86,    0,   10,    0,    8
  210,20130108,   15,  240,   80,   85,    0,    5,    0,    8
  210,20130108,   16,  240,   70,   84,    0,    2,    0,    8
  210,20130108,   17,  240,   70,   84,    0,    0,    0,    8
  210,20130108,   18,  240,   70,   83,    0,    0,    0,    8
  210,20130108,   19,  230,   70,   79,    0,    0,    0,    8
  210,20130108,   20,  230,   70,   84,    0,    0,    0,    8
  210,20130108,   21,  220,   70,   84,    0,    0,    0,    8
  210,20130108,   22,  220,   60,   84,    0,    0,    0,    8
  210,20130108,   23,  220,   60,   80,    0,    0,    0,    8
  210,20130108,   24,  220,   50,   77,    0,    0,    8,    8
  210,20130109,    1,  220,   50,   76,    0,    0,   10,    8
  210,20130109,    2,  220,   60,   76,    0,    0,   10,    8
  210,20130109,    3,  230,   60,   77,    0,    0,   10,    8
  210,20130109,    4,  230,   60,   78,    0,    0,    7,    8
  210,20130109,    5,  230,   60,   79,    0,    0,   10,    8
  210,20130109,    6,  220,   70,   79,    0,    0,   10,    8
  210,20130109,    7,  220,   60,   77,    0,    0,   10,    8
  210,20130109,    8,  230,   70,   76,    0,    0,   10,    8
  210,20130109,    9,  230,   60,   75,    0,    1,    9,    8
  210,20130109,   10,  230,   60,   75,    0,    3,   10,    8
  210,20130109,   11,  240,   50,   77,    0,   10,    9,    8
  210,20130109,   12,  340,   40,   81,    0,   14,    9,    8
  210,20130109,   13,  330,   40,   80,    0,   22,    8,    8
  210,20130109,   14,  330,   40,   78,    2,   27,    0,    6
  210,20130109,   15,  320,   50,   73,    2,   16,    0,    8
  210,20130109,   16,  340,   50,   71,    2,    4,    0,    8
  210,20130109,   17,  340,   40,   56,    0,    0,    0,    5
  210,20130109,   18,  330,   30,   64,    0,    0,    0,    7
  210,20130109,   19,  340,   30,   64,    0,    0,    0,    7
  210,20130109,   20,  340,   30,   55,    0,    0,    0,    7
  210,20130109,   21,  230,   10,   44,    0,    0,    0,    7
  210,20130109,   22,  290,   20,   52,    0,    0,    0,    3
  210,20130109,   23,  280,   30,   62,    0,    0,    0,    8
  210,20130109,   24,  290,   30,   65,    0,    0,    0,    8
  210,20130110,    1,  290,   30,   64,    0,    0,    0,    8
  210,20130110,    2,  290,   40,   66,    0,    0,    0,    8
  210,20130110,    3,  280,   50,   64,    0,    0,    0,    8
  210,20130110,    4,  290,   50,   64,    0,    0,    0,    8
  210,20130110,    5,  290,   50,   61,    0,    0,    0,    7
  210,20130110,    6,  280,   50,   58,    0,    0,    0,    7
  210,20130110,    7,  280,   40,   57,    0,    0,    0,    5
  210,20130110,    8,  290,   40,   62,    0,    0,    0,    8
  210,20130110,    9,  290,   40,   63,    0,    7,    0,    7
  210,20130110,   10,  290,   40,   69,    2,   29,    0,    1
  210,20130110,   11,  300,   40,   75,   10,   67,    0,    3
  210,20130110,   12,  290,   50,   78,    7,   77,    0,    7
  210,20130110,   13,  300,   50,   73,    0,   42,    0,    8
  210,20130110,   14,  290,   50,   72,    2,   30,    0,    8
  210,20130110,   15,  290,   50,   70,    3,   15,    0,    8
  210,20130110,   16,  290,   40,   68,    0,    2,    0,    8
  210,20130110,   17,  290,   40,   65,    0,    0,    0,    8
  210,20130110,   18,  280,   40,   65,    0,    0,    0,    8
  210,20130110,   19,  280,   50,   62,    0,    0,    0,    8
  210,20130110,   20,  280,   50,   60,    0,    0,    9,    8
  210,20130110,   21,   60,   40,   49,    0,    0,    9,    8
  210,20130110,   22,   50,   50,   38,    0,    0,    9,    8
  210,20130110,   23,   60,   50,   29,    0,    0,    5,    8
  210,20130110,   24,   70,   60,   12,    0,    0,    0,    8
  210,20130111,    1,   80,   60,    8,    0,    0,    0,    8
  210,20130111,    2,   90,   40,    5,    0,    0,    0,    8
  210,20130111,    3,   80,   30,   -2,    0,    0,    0,    1
  210,20130111,    4,   90,   20,   -6,    0,    0,    0,    0
  210,20130111,    5,  170,   20,   -8,    0,    0,    0,    3
  210,20130111,    6,  130,   10,   -8,    0,    0,    0,    7
  210,20130111,    7,  200,   10,  -10,    0,    0,    0,    1
  210,20130111,    8,  140,   10,  -15,    0,    0,    0,    0
  210,20130111,    9,   40,   10,  -16,    5,   12,    0,    5
  210,20130111,   10,  260,   10,    0,    2,   33,    0,    7
  210,20130111,   11,  180,   10,   13,    2,   49,    0,    8
  210,20130111,   12,  170,   20,   19,    0,   50,    0,    8
  210,20130111,   13,  190,   20,   32,    5,   65,    0,    7
  210,20130111,   14,  200,   30,   32,   10,   60,    0,    8
  210,20130111,   15,  230,   30,   32,   10,   25,    0,    8
  210,20130111,   16,  250,   20,   23,    2,    6,    0,    8
  210,20130111,   17,  190,   10,   22,    0,    0,    0,    8
  210,20130111,   18,  240,   10,   14,    0,    0,    0,    8
  210,20130111,   19,  220,   10,   19,    0,    0,    0,    8
  210,20130111,   20,  200,   20,   18,    0,    0,    0,    8
  210,20130111,   21,  180,   10,   16,    0,    0,    0,    8
  210,20130111,   22,  170,   20,   18,    0,    0,    0,    8
  210,20130111,   23,  180,   20,   16,    0,    0,    0,    8
  210,20130111,   24,  200,   20,   15,    0,    0,    0,    8
  210,20130112,    1,  200,   20,   16,    0,    0,    0,    8
  210,20130112,    2,  180,   20,   15,    0,    0,    0,    8
  210,20130112,    3,  130,   20,   17,    0,    0,    0,    8
  210,20130112,    4,  130,   20,   15,    0,    0,    0,    8
  210,20130112,    5,  140,   20,   14,    0,    0,    0,    8
  210,20130112,    6,  150,   20,   13,    0,    0,    0,    8
  210,20130112,    7,  140,   30,    8,    0,    0,    0,    8
  210,20130112,    8,  130,   30,    4,    0,    0,    0,    8
  210,20130112,    9,  140,   30,    6,    2,   12,    0,    8
  210,20130112,   10,  130,   40,   13,   10,   51,    0,    8
  210,20130112,   11,  120,   40,   19,    7,   59,    0,    6
  210,20130112,   12,  120,   50,   23,    8,   75,    0,    0
  210,20130112,   13,  120,   40,   23,    3,   55,    0,    0
  210,20130112,   14,  100,   50,   21,    3,   36,    0,    3
  210,20130112,   15,  100,   50,   20,   10,   37,    0,    1
  210,20130112,   16,   80,   40,   14,    2,   11,    0,    6
  210,20130112,   17,   80,   40,    6,    0,    0,    0,    0
  210,20130112,   18,   80,   40,    1,    0,    0,    0,    0
  210,20130112,   19,   70,   50,   -1,    0,    0,    0,    0
  210,20130112,   20,   80,   40,   -4,    0,    0,    0,    0
  210,20130112,   21,   80,   50,   -4,    0,    0,    0,    0
  210,20130112,   22,   80,   50,   -7,    0,    0,    0,    0
  210,20130112,   23,   80,   40,  -10,    0,    0,    0,    0
  210,20130112,   24,   80,   50,  -13,    0,    0,    0,    0
  210,20130113,    1,   70,   40,  -16,    0,    0,    0,    0
  210,20130113,    2,   70,   40,  -19,    0,    0,    0,    0
  210,20130113,    3,   70,   40,  -21,    0,    0,    0,    0
  210,20130113,    4,   70,   40,  -24,    0,    0,    0,    0
  210,20130113,    5,   70,   40,  -24,    0,    0,    0,    0
  210,20130113,    6,   70,   40,  -25,    0,    0,    0,    0
  210,20130113,    7,   70,   40,  -24,    0,    0,    0,    0
  210,20130113,    8,   70,   40,  -24,    0,    1,    0,    0
  210,20130113,    9,   70,   50,  -20,    7,   19,    0,    0
  210,20130113,   10,   70,   50,  -14,   10,   53,    0,    0
  210,20130113,   11,   70,   50,   -7,   10,   77,    0,    0
  210,20130113,   12,   70,   60,    1,   10,   93,    0,    0
  210,20130113,   13,   70,   50,    6,   10,   90,    0,    0
